features,entanglement,layers,gamma,neighbours,seed,median_mps_time,median_dot_time,avg_max_chi,avg_mps_mem,q1_mps_time,q3_mps_time,q1_dot_time,q3_dot_time
100,linear,2,1.0,6,5,29.802382947500064,0.013752107500067723,71.875,1.0696601867675781,28.78967510324992,30.51493686774984,0.013310527249927873,0.013971929749970968
100,linear,2,1.0,8,5,57.207700899499855,0.014378453000063018,137.125,4.3857574462890625,54.547387638250086,63.70016182074983,0.013948777500047527,0.01483954699995138
100,linear,2,1.0,2,5,3.513451585499979,0.011757771500242598,10.125,0.01862335205078125,3.5023029232502267,3.5369311582498995,0.011469797249787916,0.01199729325003318
100,linear,2,1.0,4,5,12.853540307499998,0.01283336300002702,28.625,0.15147018432617188,12.780527439250022,12.967367066000065,0.012560828249775113,0.013116304750042218
100,linear,2,1.0,10,5,108.6226826175,0.015239177000125892,320.125,20.115345001220703,96.37034491350016,132.6696946654999,0.014402031250028813,0.01548298950001481
100,linear,2,1.0,12,5,237.30211330750012,0.016524140999990777,595.625,106.34815979003906,163.90961798999984,449.7470752385002,0.015646558500179708,0.01764279924998391
